id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
16619,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20000,4.30E+04,2.15,0.04,"Aurobindo Unit III, India",Yes,1044,5145.69,expensive,44.2
4650,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100,7690,7.69E+01,0.01,0,Inverness Japan,Yes,2278,23743.01,expensive,0.15
70404,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14374,4.66E+04,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,1228,1849.17,reasonable,57.61
56932,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,HUMAN GMBH,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests","HIV 1/2, HEXAGON Rapid HIV Kit",Hexagon,N/A,Test kit,100,30,3.35E+03,111.58,1.12,Human Diagnostic,Yes,46,1003.18,reasonable,4.14
75091,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,728,2.33E+04,32,1.6,"Trinity Biotech, Plc",Yes,238,2789.67,reasonable,32.66
56165,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,2000,1.00E+05,50,0.28,"MSD, Haarlem, NL",Yes,518,1434.5,reasonable,215.6
56335,Mozambique,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,800,1.60E+04,20,0.67,"Aurobindo Unit III, India",Yes,62,1045.5,reasonable,16.45
36717,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,2483,6.70E+04,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,706,6150.75,expensive,144.54
60489,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,832,2.41E+04,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,238,1945.45,reasonable,29.85
52367,Ghana,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,167716,5.35E+05,3.19,0.11,"Strides, Bangalore, India.",Yes,10803,24636.23,expensive,549.99
59973,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,170,1.19E+04,70,0.7,Inverness Japan,Yes,40,2883.51,reasonable,25.66
29538,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,26608,2.16E+05,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,3699,21146.04,expensive,221.56
41584,Zambia,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3000,2.40E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1428,25760.94,expensive,336.48
67501,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,14498,4.87E+05,33.6,0.28,"Aurobindo Unit III, India",Yes,3685,16359.2,expensive,803.77
68268,Ethiopia,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,699,2.15E+04,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,728,6941.12,expensive,30.2
41045,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34500,1.07E+05,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,2044,10883.65,expensive,208.95
19406,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1082,6.22E+03,5.75,0.1,Hetero Unit III Hyderabad IN,Yes,2228,3565.08,reasonable,7.7
4302,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,476,3.62E+04,76,1.9,Bio-Rad Laboratories,Yes,522,6924.83,expensive,57.88
81477,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,75000,1.82E+05,2.42,0.04,"Aurobindo Unit III, India",Yes,2915,6012.42,expensive,391.31
39441,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,70000,3.01E+05,4.3,0.07,"Cipla, Goa, India",Yes,5999,25383.34,expensive,422
8023,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2500,2.00E+05,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,851,5469.91,expensive,NaN
34122,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,2700,5.54E+04,20.5,0.82,"Standard Diagnostics, Korea",Yes,900,9024.04,expensive,56.9
8192,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,100000,7.00E+05,7,0.12,"Cipla, Goa, India",Yes,10303,35034.75,expensive,1120
30186,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,200,3.15E+03,15.74,0.26,Mylan (formerly Matrix) Nashik,Yes,22,3587.81,reasonable,6.79
10102,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3622,2.90E+05,80,0.8,Inverness Japan,Yes,1091,15045.56,expensive,567.93
25767,Malawi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,461,3.69E+04,80,0.8,"Alere Medical Co., Ltd.",Yes,207,5248.93,expensive,45.62
42571,Pakistan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4484,3.59E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1948,21689.39,expensive,502.93
78479,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1865,3.60E+04,19.32,0.16,ABBVIE Ludwigshafen Germany,Yes,463,3222.27,reasonable,44.57
13547,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,77,2.46E+03,32,1.6,"Trinity Biotech, Plc",Yes,509,8021.11,expensive,2.53
33807,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,612,3.64E+03,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,76,1259.05,reasonable,4.5
1251,Vietnam,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,2800,1.96E+04,7,0.12,"BMS Meymac, France",Yes,555,3292.15,reasonable,NaN
8315,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,30,1.05E+04,350,3.5,"Pacific Biotech, Thailand",Yes,72,2556.61,reasonable,16.8
40479,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,304,9.37E+03,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,278,5656.74,expensive,9.63
51911,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,32400,1.51E+05,4.65,0.16,"Aurobindo Unit VII, IN",Yes,3227,26930.79,expensive,186.37
73301,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,98,1.02E+04,103.57,0.86,Roche Madrid,Yes,18,968.25,reasonable,16.75
1309,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4650,3.72E+05,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1707,24859.45,expensive,NaN
76217,Mozambique,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2863,2.29E+05,80,0.8,"Alere Medical Co., Ltd.",Yes,1298,13146.21,expensive,283.32
5175,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,820,7.31E+04,89.11,0.33,Roche Basel,Yes,424,3310.89,reasonable,143.23
4100,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,250,6.75E+03,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,68,1711.86,reasonable,10.8
2733,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,50,2.00E+04,400,4,"Pacific Biotech, Thailand",Yes,120,3004.62,reasonable,NaN
27269,Rwanda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,1514,1.04E+04,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,204,1949.64,reasonable,10.66
43136,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3000,2.40E+05,80,0.8,Inverness Japan,Yes,907,9014.8,expensive,470.4
1648,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,10,3.50E+03,350,3.5,"Pacific Biotech, Thailand",Yes,39,604,reasonable,5.6
32594,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,N/A,Test kit,100,120,8.66E+03,72.15,0.72,"Alere Medical Co., Ltd.",Yes,22,1243.98,reasonable,12.14
50665,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10560,3.82E+05,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,2598,15873.33,expensive,748.43
74178,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 200mg, tablets, 30 Tabs",Efavirenz,Generic,200mg,Tablet,30,61386,9.21E+04,1.5,0.05,Mylan (formerly Matrix) Nashik,Yes,3262,12034.96,expensive,113.9
176,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,10000,2.70E+05,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,3263,20885.78,expensive,432
4709,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,18560,1.69E+05,9.1,0.15,"Cipla, Goa, India",Yes,1698,16414.22,expensive,331.04
74398,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,78595,3.55E+05,4.51,0.15,"Aurobindo Unit III, India",Yes,6681,9323.27,expensive,584.86
40963,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6170,5.49E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,2498,30648.28,expensive,564.51
26741,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,544,4.84E+04,89,0.89,"Alere Medical Co., Ltd.",Yes,226,5613.63,expensive,59.89
985,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,524,2.15E+04,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,644,6668.61,expensive,42.21
8440,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,500,1.60E+04,32,1.6,"Trinity Biotech, Plc",Yes,166,1225.17,reasonable,25.6
30211,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,1008,2.02E+04,20,0.67,"Aurobindo Unit III, India",Yes,213,3024.36,reasonable,28.26
34456,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,33144,1.06E+05,3.19,0.11,"Strides, Bangalore, India.",Yes,1874,9507.26,expensive,108.69
61623,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2293,2.87E+03,1.25,0.04,"Aurobindo Unit III, India",Yes,122,2461.63,reasonable,3.55
62228,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,10364,9.22E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,4212,62466.03,expensive,948.22
1888,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,47879,5.69E+05,11.89,0.2,"Aurobindo Unit III, India",Yes,5311,30408.04,expensive,910.85
1973,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3982,1.08E+05,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,1445,7303.25,expensive,210.73
10438,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,22512,1.46E+05,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,1775,5761.87,expensive,286.8
71386,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6350,5.65E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,2575,29274.16,expensive,665.18
48151,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,42074,2.25E+05,5.35,0.18,"Aurobindo Unit VII, IN",Yes,4105,25382.52,expensive,315.58
58716,Uganda,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,173,1.15E+04,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,35,251.52,reasonable,16.15
70788,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3200,2.85E+05,89,0.89,"Alere Medical Co., Ltd.",Yes,1533,35813.98,expensive,399.29
57747,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2891,3.61E+03,1.25,0.04,"Aurobindo Unit III, India",Yes,156,1887.58,reasonable,5.07
33882,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,150000,1.03E+06,6.86,0.23,"Cipla, Goa, India",Yes,10151,19569.93,expensive,1697.85
10086,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3711,1.00E+05,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,1341,6112.63,expensive,196.39
80423,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,175,1.58E+04,90,0.75,"Aspen-OSD, Port Elizabeth, SA",Yes,37,1333.01,reasonable,25.99
32313,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,595,1.21E+04,20.25,0.68,"Aurobindo Unit III, India",Yes,87,255,reasonable,25.98
7975,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,Tablet - FDC + co-blister,120,1270,2.67E+04,21,0.18,"Aspen-OSD, Port Elizabeth, SA",Yes,201,1262.91,reasonable,NaN
78435,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,100,7.77E+03,77.7,0.78,Inverness Japan,Yes,24,677.37,reasonable,12.82
55064,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,170,5.44E+03,32,1.6,"Trinity Biotech, Plc",Yes,58,143.57,reasonable,6.4
77780,Uganda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,168,9.32E+03,55.5,0.92,"MSD, Haarlem, NL",Yes,35,886,reasonable,13.07
4193,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,38784,2.72E+05,7,0.12,"Cipla, Goa, India",Yes,4124,10500,expensive,434.38
40665,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,25004,6.13E+05,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,17367,161962.32,expensive,858.86
72085,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20370,7.27E+04,3.57,0.12,Hetero Unit III Hyderabad IN,Yes,1619,9054.61,expensive,101.95
