Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,6/10/2025 4:25,1 stop,No info,14714,5.583
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,1 stop,No info,10877,12.333
Air India,15/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,6/16/2025 19:15,2 stops,No info,9653,23.5
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/25/2025 12:00,1 stop,No info,14571,16
Jet Airways,1/4/2019,Kolkata,NaN,CCU → BOM → BLR,18:55,20:45 02 Apr,1 stop,In-flight meal not included,7064,25.833
IndiGo,6/3/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,non-stop,No info,5618,2.583
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,5/16/2025 1:30,1 stop,No info,13727,11.5
Vistara,1/4/2019,Delhi,NaN,DEL → COK,14:40,17:50,non-stop,NaN,4851,3.167
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,9:10,21:50,2 stops,No info,NaN,12.667
GoAir,15/05/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,non-stop,No info,3419,2.917
IndiGo,1/4/2019,Banglore,Delhi,BLR → DEL,6:05,8:50,non-stop,No info,3943,2.75
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,5/19/2025 12:35,2 stops,No info,15129,26.917
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,0:25,3:15,non-stop,No info,3419,2.833
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,5/22/2025 19:15,2 stops,No info,10861,23.25
IndiGo,21/04/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,1 stop,No info,7074,4.917
Air India,6/5/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,5/7/2025 15:05,2 stops,No info,11542,29.667
IndiGo,21/04/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,1 stop,No info,6968,5.333
Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,In-flight meal not included,5769,3
Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,6/13/2025 22:40,1 stop,No info,NaN,NaN
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/13/2025 8:15,1 stop,No info,13044,13.333
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,5/22/2025 12:35,2 stops,No info,15129,13.5
SpiceJet,1/5/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,non-stop,No check-in baggage included,3841,2.417
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,non-stop,No info,4804,2.583
SpiceJet,12/4/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,non-stop,No check-in baggage included,4319,2.667
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,5/28/2025 19:00,1 stop,No info,16079,21.167
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,3/16/2025 5:05,1 stop,No info,54826,6.25
IndiGo,9/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,3/10/2025 1:35,1 stop,No info,12351,8.083
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5/7/2025 19:10,1 stop,NaN,13067,26.167
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,3/13/2025 7:40,1 stop,No info,13817,12.75
SpiceJet,21/05/2019,Banglore,Delhi,BLR → DEL,21:10,5/22/2025 0:05,NaN,No info,3625,NaN
Air India,NaN,Mumbai,Hyderabad,BOM → JDH → JAI → DEL → HYD,9:40,3/13/2025 15:15,3 stops,No info,18293,29.583
Vistara,1/4/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,NaN,2.75
Air India,6/3/2019,Delhi,Cochin,DEL → BLR → COK,6:10,3/7/2025 8:15,1 stop,No info,11038,26.083
NaN,3/4/2019,NaN,Delhi,BLR → DEL,6:05,8:50,non-stop,No info,4077,2.75
NaN,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,1 stop,No info,6883,13
Air India,3/3/2019,Banglore,New Delhi,NaN,17:00,19:45,non-stop,No info,19508,2.75
Air India,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:50,23:15,1 stop,No info,8714,14.417
IndiGo,1/5/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,non-stop,No info,4804,2.583
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,15:30,1 stop,No info,15078,7.5
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,non-stop,No check-in baggage included,4807,2.5
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,3 stops,No info,21829,9.417
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,non-stop,No info,5403,2.667
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,16:10,1 stop,No info,26890,9.167
GoAir,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,5/19/2025 7:45,1 stop,No info,7335,8.25
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,3/28/2025 4:25,2 stops,In-flight meal not included,9412,10.833
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,1 stop,In-flight meal not included,10844,11.417
IndiGo,6/6/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,non-stop,No info,4990,2.917
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,NaN,5/29/2025 4:25,2 stops,NaN,16704,29.333
Air India,9/4/2019,Delhi,NaN,DEL → NAG → BOM → COK,5:55,19:15 10 Apr,2 stops,No info,7711,37.333
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,6/4/2025 4:25,1 stop,In-flight meal not included,10262,10.917
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,1 stop,In-flight meal not included,6007,8.167
Air India,1/4/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,05:25 02 Apr,2 stops,No info,12219,20
GoAir,1/5/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,non-stop,No info,3898,2.75
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5/7/2025 22:05,1 stop,No info,11467,29.083
Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,8:20,NaN,2 stops,No info,12534,12.083
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,1 stop,In-flight meal not included,10844,9.833
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,5:45,8:35,non-stop,No info,4377,2.833
Vistara,9/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,11982,2.333
SpiceJet,9/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No info,4423,2.833
Jet Airways,3/3/2019,Delhi,Cochin,DEL → BOM → COK,19:15,3/4/2025 4:25,1 stop,No info,NaN,9.167
Vistara,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:55,1 stop,No info,8295,15.75
Jet Airways,6/3/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,3/7/2025 19:45,2 stops,In-flight meal not included,15864,38.25
GoAir,27/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,non-stop,No info,3398,2.833
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6/10/2025 1:30,1 stop,No info,7198,12.5
Jet Airways,6/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,non-stop,No info,7229,2.75
Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,6/13/2025 4:25,2 stops,No info,13014,22.917
Air India,9/5/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,5/10/2025 14:35,1 stop,No info,6528,24
Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,6/13/2025 12:35,2 stops,NaN,13292,27
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,5/22/2025 19:00,2 stops,No info,15129,23.833
Air India,15/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,NaN,2 stops,No info,11071,23.25
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,non-stop,No info,4174,2.583
NaN,27/03/2019,Delhi,Cochin,DEL → BOM → COK,4:00,18:50,1 stop,No info,11299,14.833
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,5/19/2025 12:35,1 stop,In-flight meal not included,12373,16.833
Air India,NaN,Banglore,New Delhi,BLR → CCU → DEL,5:50,3/2/2025 9:15,1 stop,No info,13439,27.417
IndiGo,1/5/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,non-stop,No info,4804,2.583
Air India,12/5/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,9:25,5/13/2025 5:35,2 stops,No info,11642,20.167
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,0:25,3:15,non-stop,No info,3419,2.833
IndiGo,21/05/2019,Kolkata,Banglore,CCU → RPR → HYD → BLR,6:35,12:10,2 stops,No info,6103,5.583
Air India,9/5/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,7:00,5/10/2025 1:20,2 stops,No info,13033,18.333
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,8:55,15:55,2 stops,In-flight meal not included,11245,7
Jet Airways,1/4/2019,Kolkata,Banglore,NaN,6:30,12:00,1 stop,In-flight meal not included,10056,5.5
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,6/7/2025 14:25,1 stop,In-flight meal not included,NaN,18
IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,22:05,3/19/2025 0:25,non-stop,No info,5277,2.333
Air India,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,1 stop,No info,11936,13.25
Jet Airways,9/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,6/10/2025 4:25,2 stops,No info,13014,22.917
Vistara,6/6/2019,NaN,Banglore,CCU → DEL → BLR,17:00,6/7/2025 20:20,1 stop,No info,8820,27.333
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,15:00,5/10/2025 12:35,1 stop,In-flight meal not included,12373,21.583
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,6/2/2025 12:35,1 stop,NaN,10262,27.583
Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,non-stop,In-flight meal not included,4995,1.417
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,3/28/2025 19:45,1 stop,In-flight meal not included,7438,21.917
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,5:30,8:20,non-stop,No info,4148,2.833
IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,non-stop,No info,3597,2.333
Air Asia,1/5/2019,Kolkata,NaN,CCU → DEL → BLR,7:35,23:30,1 stop,No info,NaN,15.917
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,20:20,1 stop,No info,16736,12.333
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,1 stop,No info,7933,8
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,1 stop,No info,8879,11.25
IndiGo,12/5/2019,Delhi,Cochin,DEL → COK,14:25,17:40,non-stop,No info,5000,3.25
Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5/7/2025 9:05,1 stop,No info,8137,16.083
Air India,9/3/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,3/10/2025 19:15,NaN,No info,22096,26.333
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,5:45,8:35,non-stop,No check-in baggage included,4273,2.833
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,3/2/2025 0:45,1 stop,No info,35185,6.083
IndiGo,15/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,1 stop,No info,4226,3.667
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,1 stop,In-flight meal not included,10844,7.917
IndiGo,12/6/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,non-stop,No info,2754,1.5
IndiGo,6/6/2019,Kolkata,Banglore,CCU → VTZ → BLR,10:30,16:05,1 stop,No info,6301,5.583
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,5/19/2025 13:45,2 stops,No info,13222,NaN
Jet Airways,21/05/2019,Delhi,Cochin,NaN,17:30,5/22/2025 12:35,1 stop,In-flight meal not included,12898,19.083
Air India,12/3/2019,Banglore,NaN,BLR → BOM → DEL,NaN,20:35,1 stop,NaN,12127,13.833
NaN,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/22/2025 22:05,1 stop,No info,NaN,25.667
Air India,1/4/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,20:25 02 Apr,2 stops,No info,9920,27.667
GoAir,1/4/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,non-stop,No info,4239,2.917
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,6/7/2025 19:00,1 stop,No info,14714,21.167
IndiGo,6/5/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,1 stop,No info,6218,5.417
IndiGo,1/3/2019,Chennai,Kolkata,MAA → CCU,5:15,7:35,non-stop,No info,7295,2.333
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,3:50,11:30,1 stop,No info,7408,7.667
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,18:00,1 stop,In-flight meal not included,13994,8.417
IndiGo,NaN,Kolkata,Banglore,CCU → BLR,14:25,16:55,non-stop,No info,5224,2.5
SpiceJet,9/3/2019,Mumbai,Hyderabad,BOM → HYD,NaN,7:05,non-stop,No info,4391,1.333
Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,5/19/2025 5:25,2 stops,No info,14109,19.417
SpiceJet,27/04/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No check-in baggage included,4885,2.833
Jet Airways,1/6/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,non-stop,No info,8016,3
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,6:00,12:35,1 stop,No info,12524,6.583
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,2:15,18:50,1 stop,In-flight meal not included,6017,16.583
Air India,9/5/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,5/10/2025 19:15,2 stops,No info,10441,21.25
SpiceJet,1/4/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 02 Apr,non-stop,NaN,3625,2.917
Air India,9/3/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,3/10/2025 19:15,3 stops,No info,15586,38
Air India,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,1 stop,No info,7199,11.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,6:20,3/22/2025 4:25,2 stops,NaN,12273,22.083
Multiple carriers,NaN,Delhi,Cochin,DEL → BOM → COK,19:00,6/7/2025 1:30,1 stop,No info,7530,6.5
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,No info,5678,1.5
Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,6/25/2025 7:40,2 stops,No info,11753,20.75
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,5/22/2025 0:15,non-stop,No check-in baggage included,1965,1.5
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,6:40,13:20,1 stop,No info,10208,6.667
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:25,5/22/2025 1:30,1 stop,No info,5054,5.083
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:25,15:30,1 stop,No info,14871,7.083
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,1 stop,In-flight meal not included,12373,11.917
SpiceJet,15/06/2019,Mumbai,NaN,BOM → HYD,22:45,6/16/2025 0:15,non-stop,No info,2017,1.5
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,3/25/2025 4:45,1 stop,In-flight meal not included,NaN,14.833
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,1 stop,No info,9794,8.667
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/10/2025 23:35,1 stop,No info,13067,27.167
SpiceJet,3/3/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,7298,2.333
IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,non-stop,No info,7648,2.917
Air India,12/5/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,2 stops,No info,10676,9.833
Air India,3/6/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,6961,NaN
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,5/16/2025 1:30,1 stop,No info,6979,14.083
NaN,27/05/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,1 stop,No info,13587,12
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,1 stop,In-flight meal not included,10844,9.5
IndiGo,12/5/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,non-stop,NaN,3943,2.833
IndiGo,12/6/2019,Delhi,Cochin,DEL → BOM → COK,9:15,21:00,1 stop,No info,6838,11.75
Jet Airways,15/04/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,1 stop,In-flight meal not included,6542,6
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,1 stop,In-flight meal not included,12239,11.917
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/13/2025 4:40,1 stop,No info,14388,12.167
IndiGo,12/3/2019,Kolkata,Banglore,CCU → BLR,5:30,NaN,non-stop,No info,4148,2.833
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,5/19/2025 1:30,NaN,No info,NaN,10.417
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,1 stop,No info,9646,12.75
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,6/10/2025 18:15,1 stop,No info,14571,21.083
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,5/16/2025 1:30,1 stop,No info,7923,9.5
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/13/2025 4:40,1 stop,In-flight meal not included,8586,8.667
Multiple carriers,3/6/2019,NaN,Cochin,DEL → HYD → COK,13:15,22:30,1 stop,No info,9646,9.25
Jet Airways,NaN,Kolkata,Banglore,CCU → BOM → BLR,14:05,5/19/2025 12:00,1 stop,No info,14388,21.917
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,6/13/2025 16:20,1 stop,No info,13044,23.833
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,1 stop,No info,10197,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,19:45,6/2/2025 19:00,1 stop,No info,14714,23.25
Air India,1/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,9929,9.25
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,3/22/2025 4:25,1 stop,In-flight meal not included,6017,5.583
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No info,3597,2.25
Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,1 stop,No info,5704,9.5
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,NaN,6/4/2025 4:25,NaN,NaN,14714,8.667
Air India,12/5/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,5228,2.75
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,10:55 02 Apr,1 stop,No info,11467,25.333
Vistara,6/6/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,non-stop,No info,4668,2.833
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 19 Apr,non-stop,No info,4591,3
IndiGo,12/5/2019,Banglore,Delhi,BLR → DEL,21:15,5/13/2025 0:15,non-stop,No info,3943,3
Air India,21/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,5228,2.75
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,2:15,18:50,1 stop,No info,12242,16.583
Air India,9/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,6/10/2025 9:25,2 stops,No info,11185,26.333
IndiGo,9/4/2019,Delhi,Cochin,DEL → BOM → COK,9:15,01:30 10 Apr,1 stop,No info,6573,16.25
Jet Airways,15/05/2019,Kolkata,Banglore,NaN,16:30,22:35,1 stop,No info,14781,6.083
Air India,12/6/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,6/13/2025 8:55,2 stops,No info,14960,16.167
IndiGo,15/05/2019,Chennai,Kolkata,NaN,11:35,14:00,non-stop,No info,4332,2.417
Air Asia,3/3/2019,Banglore,NaN,BLR → DEL,5:50,8:40,non-stop,No info,NaN,2.833
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,1 stop,No info,14151,11.5
NaN,12/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No check-in baggage included,4319,2.833
NaN,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,3/22/2025 18:50,2 stops,No info,10929,23.667
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,7:00,3/25/2025 10:00,2 stops,No info,11491,27
IndiGo,18/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,non-stop,No info,6015,3.25
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,1 stop,No info,12692,11.5
Air Asia,9/3/2019,Kolkata,Banglore,CCU → BLR,22:50,3/10/2025 1:20,non-stop,NaN,4384,2.5
IndiGo,3/6/2019,NaN,Delhi,BLR → DEL,6:05,8:50,non-stop,No info,3943,2.75
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,1 stop,In-flight meal not included,12373,10
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,NaN,1 stop,No info,19225,5.25
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,19:45,3/10/2025 18:50,1 stop,In-flight meal not included,14053,23.083
Air India,12/4/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,non-stop,No info,5911,NaN
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,1 stop,No info,10877,12.333
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/7/2025 4:40,1 stop,In-flight meal not included,7757,9.75
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,7:35,16:10,1 stop,No info,6558,8.583
IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,non-stop,No info,4804,2.75
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,non-stop,No info,5678,1.5
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,5/10/2025 4:25,1 stop,In-flight meal not included,NaN,18.417
Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,non-stop,In-flight meal not included,5198,2.75
IndiGo,1/6/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,non-stop,No info,6064,2.5
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,21:50,3/10/2025 4:25,1 stop,No info,15029,6.583
Jet Airways,NaN,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,No info,10909,13.5
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,8:40,19:45,1 stop,No info,18492,11.083
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,2:15,6/25/2025 4:25,1 stop,In-flight meal not included,10262,26.167
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → GAU → BLR,11:50,17:35,1 stop,No info,8781,5.75
IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,1 stop,No info,6442,7.583
Jet Airways,12/3/2019,Mumbai,NaN,BOM → DEL → HYD,9:50,16:35,1 stop,NaN,20120,6.75
Vistara,27/05/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,NaN,2.75
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,18:25,1 stop,No info,16736,12.667
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,1 stop,No info,9630,7.25
Vistara,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,1 stop,No info,8610,11.667
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,non-stop,No info,3687,2.25
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,5/16/2025 9:05,1 stop,No info,8452,12.75
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,10:30,13:20,non-stop,No info,NaN,2.833
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:45,non-stop,No info,NaN,1.417
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,5/13/2025 14:25,1 stop,No info,13067,18
Vistara,6/5/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,4878,2.75
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/10/2025 10:05,1 stop,No info,14388,12.917
NaN,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,5/28/2025 4:25,2 stops,No info,16704,15
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,non-stop,No info,3100,1.25
Air India,12/3/2019,Banglore,New Delhi,BLR → BOM → IDR → GWL → DEL,17:25,3/13/2025 18:05,3 stops,No info,13387,24.667
IndiGo,9/6/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,non-stop,No info,4049,1.5
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,2 stops,In-flight meal not included,13029,13.5
SpiceJet,9/4/2019,Banglore,NaN,BLR → DEL,21:10,00:05 10 Apr,non-stop,No check-in baggage included,3919,2.917
IndiGo,3/5/2019,Chennai,Kolkata,MAA → CCU,5:15,7:40,non-stop,No info,3850,2.417
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,6/25/2025 9:25,2 stops,No info,8839,20.167
